Thread Count,true Throughput,false Throughput
1,1666846.940613,N/A
4,1957153.019867,N/A
8,1849196.010297,N/A
12,1899729.293585,N/A
16,1680224.514225,N/A
20,1782105.326640,N/A
24,1777196.267435,N/A
28,1873461.708870,N/A
32,1804616.329466,N/A
