Thread Count,true Throughput,false Throughput
1,14865761,19737889
4,9581936,44861702
8,11014669,80167579
12,11990334,120076643
16,12643741,161273703
20,14983080,201311058
24,19795817,245878971
28,19678249,293152812
32,20652274,337318697
