Thread Count,true Throughput,false Throughput
1,212836.400000,209703.100000
4,290571.900000,619218.200000
8,473241.700000,797021.100000
12,258870.700000,1151273.900000
16,279533.200000,1310983.100000
20,284859.000000,1373891.000000
24,294331.200000,1768750.200000
28,254685.000000,1575702.700000
32,255336.300000,2101826.900000
