Thread Count,true Throughput,false Throughput
1,1700690.268161,N/A
4,1983742.667041,N/A
8,1844436.454128,N/A
12,1926326.049932,N/A
16,1751272.274937,N/A
20,1898751.174108,N/A
24,1831073.528422,N/A
28,1866385.760543,N/A
32,1815248.979195,N/A
