Thread Count,true Throughput,false Throughput
1,2112140,2146740
4,2166999,5580043
8,2952756,10670169
12,3009005,16080803
16,3295204,22205623
20,3495283,28399865
24,3913911,35459240
28,3965811,41815870
32,4494698,49313994
