Thread Count,true Throughput,false Throughput
1,8497224,8841273
4,7735077,21103550
8,6341133,37573071
12,6363224,54670468
16,6136104,74377565
20,6750661,91725331
24,7059340,111490928
28,7507408,131140545
32,6856611,151519429
