Thread Count,true Throughput,false Throughput
1,8901369660,8997034918
4,9003856838,8227562415
8,15667464679,8183612277
12,20432375151,8090641000
16,25644862523,8175067907
20,29655368258,8091154780
24,42680353755,8014437283
28,42245274255,8011275034
32,117784618543,7743038755
