Thread Count,true Throughput,false Throughput
1,8251823,8660411
4,6237242,20842655
8,5935383,37039021
12,6460460,55350177
16,6594330,72014731
20,6720399,91721501
24,6806949,110612885
28,7465256,131548249
32,6602819,150388044
