Thread Count,true Throughput,false Throughput
1,5887512,6526609
4,2941426,10519280
8,3263714,15664025
12,3242914,20227984
16,4166950,27949797
20,4423309,33035223
24,4297410,41334603
28,6799797,49627893
32,5634583,59588296
