Thread Count,true Throughput,false Throughput
1,19363600,20090626
4,7856023,23487440
8,6819798,28939884
12,6072881,35108836
16,6327151,43753304
20,6494249,49716336
24,6813777,56227676
28,7139247,64314168
32,6889848,74888889
