Thread Count,true Throughput,false Throughput
1,7095995,7178206
4,3542063,10577459
8,3370824,15303546
12,6670268,20588911
16,3513993,27335489
20,3667922,32762122
24,4368610,40123876
28,4268460,46027818
32,4628228,56770967
