Thread Count,true Throughput,false Throughput
1,33947472,35667884
4,23557650,30802997
8,43339659,35625275
12,50776823,41292218
16,54467186,46177485
20,56747876,52259946
24,67887674,59322264
28,57623052,65815844
32,66681209,72486093
