Thread Count,true Throughput,false Throughput
1,19420658,19653197
4,7349345,23340230
8,5469534,29117134
12,5358535,35832342
16,4909787,44612619
20,5415285,47826955
24,5644604,55259061
28,5229436,66630667
32,6433070,72734418
