Thread Count,true Throughput,false Throughput
1,10562332,10611781
4,4857548,14639133
8,4038931,21914141
12,3973371,26218162
16,4714909,32694951
20,4674698,47506994
24,5291246,44881246
28,5731734,61473560
32,6058172,64038299
