Thread Count,true Throughput,false Throughput
1,4641439548,4776402049
4,1285805720,2865282053
8,848348910,1760839847
12,745038384,1508394998
16,705731406,1410600020
20,664237609,1424786206
24,671013370,1557872854
28,634633399,1652319637
32,674152082,1803952228
