Thread Count,true Throughput,false Throughput
1,3772752,4196290
4,2551147,7455044
8,2859777,12566850
12,3055225,17495155
16,3654133,24022684
20,3632152,30039084
24,4299889,36809961
28,4659687,45541029
32,4583728,53714740
