Thread Count,true Throughput,false Throughput
1,38622022,39333188
4,27693492,52634267
8,26082850,69738118
12,25848911,89119719
16,27008965,105103714
20,25865941,123182561
24,25685481,144425123
28,26387819,163931483
32,26470799,182597648
