Thread Count,true Throughput,false Throughput
1,1684312.657162,N/A
4,1976723.463491,N/A
8,1976636.244523,N/A
12,1926146.838973,N/A
16,1939493.011489,N/A
20,1966888.783409,N/A
24,1782790.995342,N/A
28,1872565.632676,N/A
32,1818707.457575,N/A
