Thread Count,true Throughput,false Throughput
1,604640976,614970066
4,195662720,370490919
8,195573710,308767372
12,208733048,318644055
16,214249581,338343471
20,206006980,364350677
24,222174664,389286408
28,217256497,425642955
32,236860364,449109773
