Thread Count,true Throughput,false Throughput
1,19459.733333,19480.133333
4,63906.350000,63096.766667
8,93694.333333,67951.366667
12,23402.716667,61283.133333
16,4701.133333,60716.633333
20,157.516667,62047.033333
24,21.683333,73796.450000
28,8.283333,77700.416667
32,N/A,87687.100000
36,N/A,92204.233333
40,N/A,97506.666667
44,N/A,104781.483333
48,N/A,111755.500000
52,N/A,115805.100000
56,N/A,125237.600000
60,N/A,131641.700000
64,N/A,138960.233333
