Thread Count,true Throughput,false Throughput
1,5629080736,N/A
4,4681489677,N/A
8,4846394954,N/A
12,4664797715,N/A
16,4895382144,N/A
20,4830315326,N/A
24,4893019210,N/A
28,4665455151,N/A
32,4840661130,N/A
