Thread Count,true Throughput,false Throughput
1,3531859.171875,N/A
4,8343855.975985,N/A
8,6517105.460704,N/A
12,3869774.177967,N/A
16,3364106.619091,N/A
20,3568380.550669,N/A
24,3878920.599582,N/A
28,3509422.527025,N/A
32,3177909.921107,N/A
