Thread Count,true Throughput,false Throughput
1,5300015,5037576
4,4127431,7574625
8,4824297,12538841
12,6277661,17124461
16,5641644,22379745
20,7968093,28420637
24,6680859,34799018
28,8200952,41007109
32,9071987,49278140
