Thread Count,true Throughput,false Throughput
1,3358902.695823,N/A
4,7022534.469586,N/A
8,5680608.612862,N/A
12,4006197.666035,N/A
16,3578913.721187,N/A
20,3512057.744814,N/A
24,3784066.655950,N/A
28,3378883.074959,N/A
32,3066197.494134,N/A
