Thread Count,true Throughput,false Throughput
1,232956.360901,N/A
4,90489.212424,N/A
8,91043.916523,N/A
12,80686.610217,N/A
16,107925.706565,N/A
20,106918.453432,N/A
24,148144.588391,N/A
28,154863.391413,N/A
32,151593.037552,N/A
