Thread Count,true Throughput,false Throughput
1,1857942.766563,N/A
4,3676902.227683,N/A
8,3145026.538112,N/A
12,1270916.595462,N/A
16,1100189.293477,N/A
20,1120174.482228,N/A
24,1311590.891315,N/A
28,1267225.698086,N/A
32,1095447.960887,N/A
