Thread Count,true Throughput,false Throughput
1,1962959748,1931755333
4,1227212327,1624538025
8,1905068833,1254180426
12,1945777461,1230307848
16,2386331800,1423577775
20,2065053619,1740792598
24,2431580768,2367180511
28,2258977764,2748949089
32,2972742253,3636943778
