Thread Count,true Throughput,false Throughput
1,7383971720,N/A
4,6540457559,N/A
8,6683403642,N/A
12,6810918510,N/A
16,6699963590,N/A
20,6578064283,N/A
24,6567857072,N/A
28,6733788643,N/A
32,7025447195,N/A
