Thread Count,true Throughput,false Throughput
1,1011587.252861,N/A
4,1058550.231663,N/A
8,846838.200073,N/A
12,1008466.450084,N/A
16,835777.397285,N/A
20,1026650.681675,N/A
24,832721.899418,N/A
28,996137.845166,N/A
32,826379.217048,N/A
