Thread Count,true Throughput,false Throughput
1,212574.518784,N/A
4,272172.037687,N/A
8,265598.691079,N/A
12,280842.756619,N/A
16,263622.188137,N/A
20,283162.815797,N/A
24,266898.805447,N/A
28,280941.454667,N/A
32,262271.988462,N/A
