Thread Count,true Throughput,false Throughput
1,31382.716780,N/A
4,34194.735890,N/A
8,34454.668275,N/A
12,34164.674790,N/A
16,34711.412301,N/A
20,34393.321074,N/A
24,34337.960945,N/A
28,34006.112772,N/A
32,34686.634711,N/A
