Thread Count,true Throughput,false Throughput
1,1548863,1747191
4,1835652,5517183
8,2745107,10825178
12,2277519,14925858
16,2536107,20573931
20,2784266,25896555
24,3413713,31979316
28,3154375,38678134
32,3271724,45985559
